Date,Open,High,Low,Close,Adj Close,Volume
2016-02-15,16012.389648,16511.839844,16012.389648,16391.990234,16391.990234,505400000
2016-02-22,16417.130859,16795.980469,16165.860352,16639.970703,16639.970703,486630000
2016-02-29,16634.150391,17062.380859,16510.400391,17006.769531,17006.769531,533760000
2016-03-07,16991.289063,17220.089844,16821.859375,17213.310547,17213.310547,566350000
2016-03-14,17207.490234,17620.580078,17120.349609,17602.300781,17602.300781,747110000
2016-03-21,17589.699219,17648.939453,17399.009766,17515.730469,17515.730469,348200000
2016-03-28,17526.080078,17811.480469,17434.269531,17792.750000,17792.750000,443440000
2016-04-04,17799.390625,17806.380859,17484.230469,17576.960938,17576.960938,469980000
2016-04-11,17586.480469,17962.140625,17553.570313,17897.460938,17897.460938,482500000
2016-04-18,17890.199219,18167.630859,17848.220703,18003.750000,18003.750000,516260000
2016-04-25,17990.939453,18084.660156,17651.980469,17773.640625,17773.640625,523020000
2016-05-02,17783.779297,17912.349609,17580.380859,17740.630859,17740.630859,433730000
2016-05-09,17743.849609,17934.609375,17512.480469,17535.320313,17535.320313,423970000
2016-05-16,17531.759766,17755.800781,17331.070313,17500.939453,17500.939453,478340000
2016-05-23,17507.039063,17891.710938,17480.050781,17873.220703,17873.220703,395580000
2016-05-30,17891.500000,17899.240234,17664.789063,17807.060547,17807.060547,383750000
2016-06-06,17825.689453,18016.000000,17812.339844,17865.339844,17865.339844,382110000
2016-06-13,17830.500000,17893.279297,17471.289063,17675.160156,17675.160156,630190000
2016-06-20,17736.869141,18011.070313,17356.339844,17400.750000,17400.750000,611020000
2016-06-27,17355.210938,18002.380859,17063.080078,17949.369141,17949.369141,572500000
2016-07-04,17904.449219,18166.769531,17713.449219,18146.740234,18146.740234,371680000
2016-07-11,18161.529297,18557.429688,18161.529297,18516.550781,18516.550781,462710000
2016-07-18,18521.550781,18622.009766,18469.669922,18570.849609,18570.849609,429120000
2016-07-25,18554.490234,18555.689453,18368.820313,18432.240234,18432.240234,470850000
2016-08-01,18434.500000,18543.529297,18247.789063,18543.529297,18543.529297,408620000
2016-08-08,18541.890625,18638.339844,18468.779297,18576.470703,18576.470703,327730000
2016-08-15,18588.589844,18722.609375,18468.679688,18552.570313,18552.570313,364830000
2016-08-22,18535.859375,18631.599609,18335.339844,18395.400391,18395.400391,362920000
2016-08-29,18421.289063,18544.759766,18295.480469,18491.960938,18491.960938,380780000
2016-09-05,18493.400391,18551.539063,18085.449219,18085.449219,18085.449219,351010000
2016-09-12,18028.949219,18358.689453,17992.210938,18123.800781,18123.800781,687510000
2016-09-19,18154.820313,18449.880859,18093.050781,18261.449219,18261.449219,404830000
2016-09-26,18217.759766,18369.619141,18052.160156,18308.150391,18308.150391,508640000
2016-10-03,18279.599609,18319.730469,18116.259766,18240.490234,18240.490234,385760000
2016-10-10,18282.949219,18399.960938,17959.949219,18138.380859,18138.380859,403160000
2016-10-17,18135.849609,18252.199219,18049.769531,18145.710938,18145.710938,445240000
2016-10-24,18197.140625,18275.039063,18062.300781,18161.189453,18161.189453,449450000
2016-10-31,18176.599609,18193.679688,17883.560547,17888.279297,17888.279297,475590000
2016-11-07,17994.640625,18873.660156,17994.640625,18847.660156,18847.660156,618070000
2016-11-14,18876.769531,18934.050781,18806.060547,18867.929688,18867.929688,500050000
2016-11-21,18898.679688,19152.140625,18883.099609,19152.140625,19152.140625,289600000
2016-11-28,19122.140625,19225.289063,19062.220703,19170.419922,19170.419922,528260000
2016-12-05,19244.349609,19757.740234,19184.740234,19756.849609,19756.849609,1647000000
2016-12-12,19770.199219,19966.429688,19747.740234,19843.410156,19843.410156,2061330000
2016-12-19,19836.660156,19987.630859,19832.949219,19933.810547,19933.810547,1259580000
2016-12-26,19943.460938,19981.109375,19718.669922,19762.599609,19762.599609,790840000
2017-01-02,19872.859375,19999.630859,19775.929688,19963.800781,19963.800781,1166810000
2017-01-09,19931.410156,19973.419922,19770.470703,19885.730469,19885.730469,1493140000
2017-01-16,19848.820313,19882.990234,19677.939453,19827.250000,19827.250000,1358670000
2017-01-23,19794.789063,20125.580078,19732.359375,20093.779297,20093.779297,1773250000
2017-01-30,20028.619141,20081.480469,19784.769531,20071.460938,20071.460938,1809140000
2017-02-06,20025.609375,20298.210938,20002.810547,20269.369141,20269.369141,1479340000
2017-02-13,20338.539063,20639.869141,20322.949219,20624.050781,20624.050781,1750320000
2017-02-20,20663.429688,20840.699219,20663.369141,20821.759766,20821.759766,1242060000
2017-02-27,20808.710938,21169.109375,20774.759766,21005.710938,21005.710938,1562900000
2017-03-06,20955.710938,20986.429688,20777.160156,20902.980469,20902.980469,1429420000
2017-03-13,20899.279297,21000.109375,20786.310547,20914.619141,20914.619141,1642310000
2017-03-20,20916.269531,20970.039063,20529.669922,20596.720703,20596.720703,1521050000
2017-03-27,20488.349609,20753.779297,20412.800781,20663.220703,20663.220703,1382040000
2017-04-03,20665.169922,20887.500000,20517.820313,20656.099609,20656.099609,1279490000
2017-04-10,20668.220703,20750.330078,20453.250000,20453.250000,20453.250000,989080000
2017-04-17,20484.750000,20644.410156,20379.550781,20547.759766,20547.759766,1469250000
2017-04-24,20723.589844,21070.900391,20723.589844,20940.509766,20940.509766,1654810000
2017-05-01,20962.730469,21006.939453,20847.949219,21006.939453,21006.939453,1473570000
2017-05-08,20991.259766,21046.849609,20798.900391,20896.609375,20896.609375,1408670000
2017-05-15,20923.630859,21033.529297,20553.449219,20804.839844,20804.839844,1835720000
2017-05-22,20867.769531,21112.320313,20860.160156,21080.279297,21080.279297,1281220000
2017-05-29,21045.490234,21225.039063,20942.570313,21206.289063,21206.289063,1220820000
2017-06-05,21195.029297,21305.349609,21113.310547,21271.970703,21271.970703,1554270000
2017-06-12,21259.949219,21391.970703,21186.150391,21384.279297,21384.279297,2067140000
2017-06-19,21444.750000,21535.029297,21333.890625,21394.759766,21394.759766,1531180000
2017-06-26,21434.679688,21506.210938,21197.080078,21349.630859,21349.630859,1455570000
2017-07-03,21392.300781,21562.750000,21305.380859,21414.339844,21414.339844,1023190000
2017-07-10,21381.230469,21681.529297,21279.300781,21637.740234,21637.740234,1253640000
2017-07-17,21633.970703,21661.910156,21471.140625,21580.070313,21580.070313,1425710000
2017-07-24,21577.779297,21841.179688,21496.130859,21830.310547,21830.310547,1559570000
2017-07-31,21863.390625,22092.810547,21861.710938,22092.810547,22092.810547,1505210000
2017-08-07,22100.199219,22179.109375,21842.740234,21858.320313,21858.320313,1293910000
2017-08-14,21945.640625,22085.710938,21641.630859,21674.509766,21674.509766,1389120000
2017-08-21,21671.359375,21912.830078,21600.339844,21813.669922,21813.669922,1203720000
2017-08-28,21832.500000,22038.970703,21673.580078,21987.560547,21987.560547,1321950000
2017-09-04,21912.369141,21921.089844,21709.630859,21797.789063,21797.789063,1274810000
2017-09-11,21927.789063,22275.019531,21927.789063,22268.339844,22268.339844,1794560000
2017-09-18,22297.919922,22419.509766,22283.349609,22349.589844,22349.589844,1517400000
2017-09-25,22320.470703,22405.630859,22219.109375,22405.089844,22405.089844,1499120000
2017-10-02,22423.470703,22777.039063,22416.000000,22773.669922,22773.669922,1210940000
2017-10-09,22779.730469,22905.330078,22739.380859,22871.720703,22871.720703,1497390000
2017-10-16,22892.919922,23328.839844,22887.119141,23328.630859,23328.630859,1616920000
2017-10-23,23348.949219,23485.250000,23251.109375,23434.189453,23434.189453,2152710000
2017-10-30,23405.750000,23557.060547,23327.869141,23539.189453,23539.189453,1846500000
2017-11-06,23533.960938,23602.119141,23310.019531,23422.210938,23422.210938,1531660000
2017-11-13,23367.470703,23492.189453,23242.750000,23358.240234,23358.240234,2244910000
2017-11-20,23370.710938,23617.800781,23360.580078,23557.990234,23557.990234,1032350000
2017-11-27,23552.859375,24327.820313,23545.019531,24231.589844,24231.589844,1923080000
2017-12-04,24424.109375,24534.039063,24101.240234,24329.160156,24329.160156,1720810000
2017-12-11,24338.109375,24688.619141,24314.740234,24651.740234,24651.740234,1918600000
2017-12-18,24739.560547,24876.070313,24697.109375,24754.060547,24754.060547,1626670000
2017-12-25,24715.839844,24871.660156,24708.419922,24719.220703,24719.220703,905900000
2018-01-01,24809.349609,25299.789063,24741.699219,25295.869141,25295.869141,1559220000
2018-01-08,25308.400391,25810.429688,25235.410156,25803.189453,25803.189453,1739570000
2018-01-15,25987.619141,26153.419922,25702.990234,26071.720703,26071.720703,2207020000
2018-01-22,26025.320313,26616.710938,25974.650391,26616.710938,26616.710938,2262650000
2018-01-29,26584.279297,26608.900391,25490.660156,25520.960938,25520.960938,2281960000
2018-02-05,25337.869141,25520.529297,23360.289063,24190.900391,24190.900391,3435540000
2018-02-12,24337.759766,25432.419922,24290.480469,25219.380859,25219.380859,2125690000
2018-02-19,25124.910156,25313.910156,24792.990234,25309.990234,25309.990234,1591900000
2018-02-26,25403.349609,25800.349609,24217.759766,24538.060547,24538.060547,2307030000
2018-03-05,24471.310547,25336.330078,24387.150391,25335.740234,25335.740234,1808620000
2018-03-12,25372.439453,25449.150391,24668.830078,24946.509766,24946.509766,2137840000
2018-03-19,24893.689453,24977.650391,23509.060547,23533.199219,23533.199219,1985560000
2018-03-26,23825.740234,24446.220703,23708.730469,24103.109375,24103.109375,1997610000
2018-04-02,24076.599609,24622.259766,23344.519531,23932.759766,23932.759766,2036270000
2018-04-09,24037.519531,24646.449219,23954.830078,24360.140625,24360.140625,1703760000
2018-04-16,24483.150391,24858.970703,24375.039063,24462.939453,24462.939453,1868390000
2018-04-23,24488.070313,24579.939453,23823.080078,24311.189453,24311.189453,2039480000
2018-04-30,24410.410156,24498.230469,23531.310547,24262.509766,24262.509766,1900790000
2018-05-07,24317.660156,24868.650391,24198.339844,24831.169922,24831.169922,1592550000
2018-05-14,24879.369141,24994.189453,24629.390625,24715.089844,24715.089844,1449920000
2018-05-21,24883.060547,25086.490234,24605.900391,24753.089844,24753.089844,1600990000
2018-05-28,24606.589844,24714.480469,24247.839844,24635.210938,24635.210938,1466130000
2018-06-04,24727.550781,25326.089844,24710.820313,25316.529297,25316.529297,1638020000
2018-06-11,25336.669922,25402.830078,24894.380859,25090.480469,25090.480469,1872730000
2018-06-18,24944.279297,25003.099609,24406.630859,24580.890625,24580.890625,1896510000
2018-06-25,24463.730469,24569.019531,23997.210938,24271.410156,24271.410156,1688140000
2018-07-02,24161.529297,24520.289063,24077.560547,24456.480469,24456.480469,862190000
2018-07-09,24519.199219,25043.210938,24518.429688,25019.410156,25019.410156,1201660000
2018-07-16,25025.580078,25215.320313,24979.640625,25058.119141,25058.119141,1294430000
2018-07-23,25036.900391,25587.240234,24983.330078,25451.060547,25451.060547,1404640000
2018-07-30,25439.320313,25500.160156,25120.070313,25462.580078,25462.580078,1508180000
2018-08-06,25437.429688,25692.720703,25222.880859,25313.140625,25313.140625,1146120000
2018-08-13,25327.189453,25728.160156,24965.769531,25669.320313,25669.320313,1361600000
2018-08-20,25727.699219,25888.820313,25608.019531,25790.349609,25790.349609,1104270000
2018-08-27,25882.710938,26167.939453,25879.769531,25964.820313,25964.820313,1160820000
2018-09-03,25916.070313,26073.679688,25805.949219,25916.539063,25916.539063,1087540000
2018-09-10,25991.910156,26211.109375,25754.320313,26154.669922,26154.669922,1290340000
2018-09-17,26151.660156,26769.160156,26030.349609,26743.500000,26743.500000,1642660000
2018-09-24,26705.250000,26709.939453,26349.339844,26458.310547,26458.310547,1241960000
2018-10-01,26598.359375,26951.810547,26301.810547,26447.050781,26447.050781,1333440000
2018-10-08,26399.449219,26539.939453,24899.769531,25339.990234,25339.990234,1914170000
2018-10-15,25332.460938,25817.679688,25236.009766,25444.339844,25444.339844,1570160000
2018-10-22,25492.140625,25561.339844,24445.189453,24688.310547,24688.310547,2192750000
2018-10-29,24818.980469,25578.980469,24122.230469,25270.830078,25270.830078,2176280000
2018-11-05,25261.470703,26277.820313,25261.470703,25989.300781,25989.300781,1582070000
2018-11-12,25959.330078,25966.710938,24787.789063,25413.220703,25413.220703,1818050000
2018-11-19,25392.609375,25392.609375,24268.740234,24285.949219,24285.949219,1249320000
2018-11-26,24364.130859,25549.710938,24364.130859,25538.460938,25538.460938,1764050000
2018-12-03,25779.570313,25980.210938,24242.220703,24388.949219,24388.949219,1677300000
2018-12-10,24360.949219,24828.289063,23881.369141,24100.509766,24100.509766,1793890000
2018-12-17,23986.830078,24088.080078,22396.339844,22445.369141,22445.369141,2855570000
2018-12-24,22317.279297,23381.880859,21712.529297,23062.400391,23062.400391,1485950000
2018-12-31,23153.939453,23518.640625,22638.410156,23433.160156,23433.160156,1430660000
2019-01-07,23474.259766,24084.710938,23301.589844,23995.949219,23995.949219,1576990000
2019-01-14,23880.529297,24750.220703,23765.240234,24706.349609,24706.349609,1533520000
2019-01-21,24607.759766,24860.150391,24244.310547,24737.199219,24737.199219,1354140000
2019-01-28,24596.980469,25193.150391,24323.939453,25063.890625,25063.890625,1954810000
2019-02-04,25062.119141,25439.039063,24883.039063,25106.330078,25106.330078,1400450000
2019-02-11,25142.810547,25883.720703,25009.099609,25883.250000,25883.250000,1424680000
2019-02-18,25849.849609,26052.900391,25762.210938,26031.810547,26031.810547,1103970000
2019-02-25,26126.150391,26241.419922,25877.240234,26026.320313,26026.320313,1423240000
2019-03-04,26122.189453,26155.980469,25252.460938,25450.240234,25450.240234,1363660000
2019-03-11,25208.000000,25927.910156,25208.000000,25848.869141,25848.869141,1878630000
2019-03-18,25801.880859,26109.679688,25501.449219,25502.320313,25502.320313,1785520000
2019-03-25,25490.720703,25949.320313,25372.259766,25928.679688,25928.679688,1416360000
2019-04-01,26075.099609,26487.570313,26071.689453,26424.990234,26424.990234,1281080000
2019-04-08,26312.669922,26436.679688,26062.589844,26412.300781,26412.300781,1258510000
2019-04-15,26407.759766,26602.419922,26316.419922,26559.539063,26559.539063,1253590000
2019-04-22,26510.769531,26695.960938,26310.279297,26543.330078,26543.330078,1441650000
2019-04-29,26559.869141,26689.390625,26180.359375,26504.949219,26504.949219,1460130000
2019-05-06,26160.619141,26476.269531,25469.859375,25942.369141,25942.369141,1523740000
2019-05-13,25568.060547,25957.630859,25222.509766,25764.000000,25764.000000,1528250000
2019-05-20,25655.310547,25898.269531,25328.089844,25585.689453,25585.689453,1300500000
2019-05-27,25616.550781,25717.630859,24809.509766,24815.039063,24815.039063,1165380000
2019-06-03,24830.160156,26072.750000,24680.570313,25983.939453,25983.939453,1383670000
2019-06-10,26090.220703,26248.669922,25958.660156,26089.609375,26089.609375,1147880000
2019-06-17,26108.529297,26907.369141,26049.800781,26719.130859,26719.130859,1477670000
2019-06-24,26727.609375,26806.519531,26465.320313,26599.960938,26599.960938,1535170000
2019-07-01,26805.859375,26966.000000,26616.210938,26922.119141,26922.119141,828950000
2019-07-08,26835.640625,27333.789063,26665.570313,27332.029297,27332.029297,1141300000
2019-07-15,27364.689453,27398.679688,27068.789063,27154.199219,27154.199219,1123420000
2019-07-22,27174.179688,27368.810547,27062.480469,27192.449219,27192.449219,1184550000
2019-07-29,27192.240234,27281.650391,26249.220703,26485.009766,26485.009766,1643210000
2019-08-05,26259.230469,26413.359375,25440.390625,26287.439453,26287.439453,1607980000
2019-08-12,26169.910156,26426.970703,25339.599609,25886.009766,25886.009766,1469350000
2019-08-19,26020.060547,26388.779297,25507.179688,25628.900391,25628.900391,1286600000
2019-08-26,25826.050781,26514.619141,25637.429688,26403.279297,26403.279297,3092840000
2019-09-02,26198.259766,26860.869141,25978.220703,26797.460938,26797.460938,892290000
2019-09-09,26866.230469,27306.730469,26717.050781,27219.519531,27219.519531,1373320000
2019-09-16,27146.060547,27272.169922,26899.150391,26935.070313,26935.070313,1367060000
2019-09-23,26851.449219,27079.679688,26704.960938,26820.250000,26820.250000,1190170000
2019-09-30,26852.330078,27046.210938,25743.460938,26573.720703,26573.720703,1255350000
2019-10-07,26502.330078,27013.970703,26139.800781,26816.589844,26816.589844,1129610000
2019-10-14,26766.429688,27120.109375,26749.179688,26770.199219,26770.199219,1150300000
2019-10-21,26852.669922,27015.369141,26714.339844,26958.060547,26958.060547,1282420000
2019-10-28,27040.330078,27347.429688,26918.289063,27347.359375,27347.359375,1333910000
2019-11-04,27402.060547,27774.669922,27402.060547,27681.240234,27681.240234,1277750000
2019-11-11,27580.660156,28004.890625,27517.669922,28004.890625,28004.890625,1282100000
2019-11-18,27993.220703,28090.210938,27675.279297,27875.619141,27875.619141,1203150000
2019-11-25,27917.769531,28174.970703,27917.769531,28051.410156,28051.410156,891310000
2019-12-02,28109.740234,28109.839844,27325.130859,28015.060547,28015.060547,1162070000
2019-12-09,27987.050781,28290.730469,27801.800781,28135.380859,28135.380859,1172160000
2019-12-16,28191.669922,28608.640625,28191.669922,28455.089844,28455.089844,1729780000
2019-12-23,28491.779297,28701.660156,28491.779297,28645.259766,28645.259766,647930000
2019-12-30,28654.759766,28872.800781,28376.490234,28634.880859,28634.880859,866350000
2020-01-06,28465.500000,29009.070313,28418.630859,28823.769531,28823.769531,1316300000
2020-01-13,28869.009766,29373.619141,28819.429688,29348.099609,29348.099609,1371470000
2020-01-20,29269.050781,29341.210938,28843.310547,28989.730469,28989.730469,1291150000
2020-01-27,28542.490234,28944.240234,28169.529297,28256.029297,28256.029297,1700440000
2020-02-03,28319.650391,29408.050781,28319.650391,29102.509766,29102.509766,1514760000
2020-02-10,28995.660156,29415.390625,28995.660156,29276.339844,29276.339844,530050000
2020-02-11,29390.710938,29415.390625,29210.470703,29276.339844,29276.339844,281852168
